,class,component,sup,cpm,mis,misr,dir,omega
4435,2,34,2,3000,0.7,0,8,3
4436,2,35,2,6000,0.85,0,9,3
4437,2,36,1,3000,0.5,0,9,3
4438,2,37,1,3000,0.4,0,5,3
4439,2,38,2,9000,0.6,0,9,3
4440,2,39,2,9000,0.6,0,5,3
4441,2,40,2,9000,0.6,0,8,3
4442,2,41,4,27000,0.7,0,5,3
4443,2,42,2,18000,1.55,0,9,3
4444,2,43,2,18000,1.1,0,8,3
4445,2,44,2,27000,2,0,9,3
4446,2,45,2,27000,1.1,0,5,3
4447,2,46,2,27000,2.15,0,8,3
4448,2,47,2,34000,1.3,0,5,3
4449,2,48,2,34000,0.95,0,8,3
4450,2,49,3,3000,3,0,9,3
4451,2,50,3,3000,1.3,0,5,3
4452,2,51,3,3000,0.4,0,8,3
4453,2,52,3,6000,1.05,0,9,3
4454,2,53,3,9000,1.4,0,9,3
4455,2,54,3,9000,1.2,0,5,3
4456,2,55,3,9000,0.65,0,8,3
4457,2,56,3,21000,0.35,0,8,3
4458,2,57,1,27000,4.15,0,7,3
4459,2,0,1,0,4,0,6,3
4460,2,1,1,0,1.8,0,1,3
4461,2,2,2,0,5.5,0,6,3
4462,2,3,2,0,4,0,0,3
4463,2,4,2,0,1.6,0,1,3
4464,2,5,2,0,1.3,0,4,3
4465,2,6,3,0,14.5,0,6,3
4466,2,7,3,0,4.5,0,3,3
4467,2,8,3,0,4.5,0,0,3
4468,2,9,3,0,7.8,0,1,3
4469,2,10,3,0,2.7,0,2,3
4470,2,11,3,0,3.4,0,4,3
4471,2,12,4,0,9,0,6,3
4472,2,13,4,0,2.5,0,3,3
4473,2,14,4,0,6.4,0,1,3
4474,2,15,4,0,2.1,0,2,3
4475,2,16,1,6000,0.25,0,9,3
4476,2,17,1,24000,0.7,0,9,3
4477,2,18,2,3000,0.7,0,9,3
4478,2,19,2,3000,0.55,0,8,3
4479,2,20,2,6000,0.25,0,9,3
4480,2,21,3,3000,2,0,9,3
4481,2,22,3,3000,0.35,0,5,3
4482,2,23,3,3000,0.45,0,8,3
4483,2,24,3,6000,1.2,0,9,3
4484,2,25,1,3000,0.5,0,9,3
4485,2,26,3,15000,1.55,0,9,3
4486,2,27,4,27000,3,0,9,3
4487,2,28,4,27000,1.1,0,5,3
4488,2,29,3,21000,4.6,0,9,3
4489,2,30,3,21000,2.1,0,8,3
4490,2,31,3,27000,1.9,0,5,3
4491,2,32,3,24000,1.7,0,8,3
4492,2,33,4,3000,1,0,9,3
4493,2,34,4,6000,1.1,0,9,3
4494,2,35,4,6000,0.3,0,5,3
4495,2,36,4,9000,1.7,0,9,3
4496,2,37,4,9000,0.5,0,5,3
4497,2,38,3,21000,4.6,0,7,3
4498,2,0,2,0,9,0,6,3
4499,2,1,2,0,7,0,3,3
4500,2,2,2,0,3.75,0,0,3
4501,2,3,2,0,7,0,1,3
4502,2,4,2,0,3.2,0,2,3
4503,2,5,2,0,3.25,0,4,3
4504,2,6,1,0,8.5,0,6,3
4505,2,7,1,0,5.5,0,3,3
4506,2,8,1,0,6.5,0,1,3
4507,2,9,1,0,5.5,0,2,3
4508,2,10,3,0,13,0,6,3
4509,2,11,3,0,5.5,0,3,3
4510,2,12,3,0,4.5,0,0,3
4511,2,13,3,0,12.5,0,1,3
4512,2,14,3,0,4.5,0,2,3
4513,2,15,3,0,4.75,0,4,3
4514,2,16,4,0,11,0,6,3
4515,2,17,4,0,2.5,0,3,3
4516,2,18,4,0,8.5,0,1,3
4517,2,19,4,0,1.45,0,2,3
4518,2,20,1,3000,0.45,0,9,3
4519,2,21,1,3000,0.35,0,5,3
4520,2,22,3,6000,0.7,0,9,3
4521,2,23,3,9000,1.6,0,9,3
4522,2,24,3,9000,1.2,0,5,3
4523,2,25,3,12000,0.9,0,5,3
4524,2,26,3,18000,2.1,0,9,3
4525,2,27,3,27000,1.35,0,5,3
4526,2,28,3,27000,2.4,0,8,3
4527,2,29,3,30000,4.5,0,9,3
4528,2,30,4,3000,0.4,0,9,3
4529,2,31,4,6000,1.4,0,9,3
4530,2,32,4,9000,4,0,9,3
4531,2,33,4,18000,1.3,0,9,3
4532,2,34,1,6000,1.2,0,9,3
4533,2,35,4,27000,3,0,9,3
4534,2,36,1,9000,2.25,0,9,3
4535,2,37,1,18000,0.95,0,9,3
4536,2,38,1,18000,1.2,0,5,3
4537,2,39,1,27000,4.15,0,9,3
4538,2,40,1,27000,3.7,0,5,3
4539,2,41,1,32000,1.55,0,5,3
4540,2,42,1,34000,1.5,0,9,3
4541,2,43,2,3000,0.4,0,9,3
4542,2,44,2,3000,0.75,0,5,3
4543,2,45,2,3000,0.4,0,8,3
4544,2,46,2,6000,1.4,0,9,3
4545,2,47,2,9000,1.9,0,9,3
4546,2,48,2,15000,0.8,0,5,3
4547,2,49,2,15000,0.7,0,8,3
4548,2,50,2,27000,1.2,0,8,3
4549,2,51,2,29000,1,0,5,3
4550,2,52,2,30000,3.5,0,9,3
4551,2,53,3,3000,1.2,0,9,3
4552,2,54,3,3000,0.4,0,5,3
4553,2,55,3,3000,0.2,0,8,3
4554,2,56,3,30000,4.5,0,7,3
4555,2,0,2,0,7.5,0,6,3
4556,2,1,2,0,8,0,3,3
4557,2,2,2,0,6.5,0,0,3
4558,2,3,2,0,5,0,1,3
4559,2,4,2,0,8,0,2,3
4560,2,5,2,0,9.5,0,4,3
4561,2,6,1,0,6.5,0,6,3
4562,2,7,1,0,4.5,0,3,3
4563,2,8,1,0,5.5,0,1,3
4564,2,9,1,0,5.25,0,2,3
4565,2,10,1,6000,1.2,0,9,3
4566,2,11,1,27000,1.25,0,9,3
4567,2,12,1,32000,4.75,0,9,3
4568,2,13,1,32000,4,0,5,3
4569,2,14,1,3000,0.2,0,9,3
4570,2,15,1,3000,0.35,0,5,3
4571,2,16,1,36000,2.25,0,5,3
4572,2,17,2,50000,1.75,0,9,3
4573,2,18,2,3000,0.5,0,9,3
4574,2,19,2,3000,0.6,0,5,3
4575,2,20,2,3000,0.5,0,8,3
4576,2,21,2,27000,1.75,0,9,3
4577,2,22,2,27000,4.5,0,5,3
4578,2,23,2,27000,4,0,8,3
4579,2,24,2,32000,5.5,0,5,3
4580,2,25,2,32000,9.5,0,8,3
4581,2,26,2,36000,2.75,0,9,3
4582,2,27,2,32000,9.5,0,7,3
4583,2,0,2,0,11,0,6,2
4584,2,1,2,0,11,0,3,2
4585,2,2,2,0,10.5,0,0,2
4586,2,3,2,0,6.5,0,1,2
4587,2,4,2,0,7.25,0,2,2
4588,2,5,2,0,4.75,0,4,2
4589,2,6,1,0,6.5,0,6,2
4590,2,7,1,0,7.5,0,3,2
4591,2,8,1,0,4,0,1,2
4592,2,9,1,0,5.5,0,2,2
4593,2,10,3,0,19,0,6,2
4594,2,11,3,0,4.5,0,3,2
4595,2,12,3,0,4.5,0,0,2
4596,2,13,3,0,5.75,0,1,2
4597,2,14,3,0,4.25,0,2,2
4598,2,15,3,0,3.75,0,4,2
4599,2,16,4,0,21,0,6,2
4600,2,17,4,0,3.5,0,0,2
4601,2,18,4,0,7.5,0,1,2
4602,2,19,4,0,3.75,0,4,2
4603,2,20,1,3000,0.4,0,5,2
4604,2,21,3,1500,1.2,0,9,2
4605,2,22,3,6000,0.5,0,9,2
4606,2,23,3,15000,1.45,0,9,2
4607,2,24,3,15000,0.6,0,5,2
4608,2,25,3,22000,1.25,0,8,2
4609,2,26,3,32000,2.6,0,5,2
4610,2,27,3,32000,1.8,0,8,2
4611,2,28,3,38000,2.2,0,9,2
4612,2,29,4,15000,1.4,0,9,2
4613,2,30,4,15000,0.2,0,8,2
4614,2,31,4,6000,0.7,0,9,2
4615,2,32,4,15000,1.65,0,9,2
4616,2,33,4,32000,1.2,0,8,2
4617,2,34,4,34000,3.2,0,9,2
4618,2,35,4,23000,0.9,0,8,2
4619,2,36,4,40000,2.25,0,5,2
4620,2,37,1,6000,1.15,0,9,2
4621,2,38,1,7,0.8,0,5,2
4622,2,39,1,9000,0.9,0,5,2
4623,2,40,1,15000,0.9,0,9,2
4624,2,41,1,15000,3.5,0,5,2
4625,2,42,1,30000,1.5,0,9,2
4626,2,43,1,30000,2.05,0,5,2
4627,2,44,1,1500,0.25,0,5,2
4628,2,45,2,1500,0.25,0,9,2
4629,2,46,2,1500,0.6,0,5,2
4630,2,47,2,1500,0.45,0,8,2
4631,2,48,4,22000,1.9,0,9,2
4632,2,49,2,3000,0.6,0,8,2
4633,2,50,2,6000,1.2,0,9,2
4634,2,51,2,6000,0.9,0,8,2
4635,2,52,2,9000,0.9,0,5,2
4636,2,53,2,15000,2.45,0,9,2
4637,2,54,2,15000,2.25,0,5,2
4638,2,55,2,15000,2.85,0,8,2
4639,2,56,2,25000,1.5,0,8,2
4640,2,57,2,27000,2.15,0,9,2
4641,2,58,2,35000,4.5,0,5,2
4642,2,59,2,35000,4.5,0,7,2
4643,2,0,2,0,5,0,6,2
4644,2,1,2,0,4,0,0,2
4645,2,2,2,0,1.95,0,1,2
4646,2,3,2,0,0.9,0,4,2
4647,2,4,1,0,6,0,6,2
4648,2,5,1,0,1.6,0,1,2
4649,2,6,3,0,14,0,6,2
4650,2,7,3,0,7,0,0,2
4651,2,8,3,0,15,0,1,2
4652,2,9,3,0,9.5,0,4,2
4653,2,10,4,0,11,0,6,2
4654,2,11,4,0,14.5,0,1,2
4655,2,12,3,15000,1.65,0,9,2
4656,2,13,1,6000,1.3,0,9,2
4657,2,14,3,24000,1.75,0,8,2
4658,2,15,1,30000,0.4,0,9,2
4659,2,16,3,32000,4.5,0,9,2
4660,2,17,3,32000,4.5,0,8,2
4661,2,18,3,45000,6.5,0,9,2
4662,2,19,3,46000,2.5,0,8,2
4663,2,20,4,1500,0.6,0,9,2
4664,2,21,4,15000,1.5,0,9,2
4665,2,22,4,30000,2.5,0,9,2
4666,2,23,4,38000,10,0,9,2
4667,2,24,2,6000,1.5,0,9,2
4668,2,25,2,32000,0.65,0,9,2
4669,2,26,3,1500,0.4,0,9,2
4670,2,27,4,38000,10,0,7,2
4671,2,0,2,0,704,0,6,3
4672,2,1,2,0,9,0,0,3
4673,2,2,2,0,9.5,0,1,3
4674,2,3,2,0,2.3,0,4,3
4675,2,4,3,0,16.5,0,6,3
4676,2,5,3,0,4,0,1,3
4677,2,6,1,0,10,0,6,3
4678,2,7,1,0,3.75,0,1,3
4679,2,8,4,0,7.5,0,6,3
4680,2,9,4,0,5.5,0,0,3
4681,2,10,4,0,2.75,0,1,3
4682,2,11,4,0,2.7,0,4,3
4683,2,12,2,34000,6.25,0,9,3
4684,2,13,2,36000,0.9,0,8,3
4685,2,14,3,3000,2.6,0,9,3
4686,2,15,1,3000,0.8,0,9,3
4687,2,16,3,6000,1.8,0,9,3
4688,2,17,1,6000,1.8,0,9,3
4689,2,18,3,22000,1.1,0,9,3
4690,2,19,4,3000,0.75,0,9,3
4691,2,20,4,3000,0.7,0,8,3
4692,2,21,4,6000,1.65,0,9,3
4693,2,22,4,33000,0.75,0,9,3
4694,2,23,4,34000,1.75,0,8,3
4695,2,24,1,34000,1.85,0,9,3
4696,2,25,2,3000,1.4,0,9,3
4697,2,26,2,3000,1.35,0,8,3
4698,2,27,2,6000,1.45,0,9,3
4699,2,28,2,6000,0.75,0,8,3
4700,2,29,2,34000,6.25,0,7,3
4701,2,0,1,0,3.5,0,6,3
4702,2,1,1,0,3.5,0,3,3
4703,2,2,1,0,4.5,0,1,3
4704,2,3,1,0,3.2,0,2,3
4705,2,4,2,0,3,0,6,3
4706,2,5,2,0,3.5,0,3,3
4707,2,6,2,0,3,0,0,3
4708,2,7,2,0,2.8,0,1,3
4709,2,8,2,0,2.5,0,2,3
4710,2,9,2,0,4.5,0,4,3
4711,2,10,3,0,11,0,6,3
4712,2,11,3,0,6,0,0,3
4713,2,12,3,0,4.2,0,1,3
4714,2,13,3,0,2.4,0,4,3
4715,2,14,4,0,7.5,0,6,3
4716,2,15,4,0,3.4,0,1,3
4717,2,16,1,6000,0.7,0,9,3
4718,2,17,4,3000,1,0,9,3
4719,2,18,1,22000,1,0,5,3
4720,2,19,1,35000,0.45,0,9,3
4721,2,20,1,36000,3.6,0,9,3
4722,2,21,2,3000,0.35,0,5,3
4723,2,22,2,3000,0.2,0,8,3
4724,2,23,2,6000,0.7,0,9,3
4725,2,24,2,18000,0.8,0,5,3
4726,2,25,1,3000,0.25,0,9,3
4727,2,26,1,3000,0.35,0,5,3
4728,2,27,2,27000,1.2,0,5,3
4729,2,28,2,27000,1.35,0,8,3
4730,2,29,4,32000,2.45,0,9,3
4731,2,30,2,24000,0.85,0,9,3
4732,2,31,2,35000,2.1,0,9,3
4733,2,32,2,36000,4,0,8,3
4734,2,33,3,3000,1.7,0,9,3
4735,2,34,3,3000,0.8,0,8,3
4736,2,35,3,9000,0.8,0,9,3
4737,2,36,3,32000,2.95,0,9,3
4738,2,37,3,32000,1.9,0,8,3
4739,2,38,2,36000,4,0,7,3
4740,2,0,1,0,3.5,0,6,3
4741,2,1,1,0,3.5,0,1,3
4742,2,2,2,0,5,0,6,3
4743,2,3,2,0,5,0,0,3
4744,2,4,2,0,3.4,0,1,3
4745,2,5,2,0,3,0,4,3
4746,2,6,3,0,9.5,0,6,3
4747,2,7,3,0,9.5,0,3,3
4748,2,8,3,0,7,0,1,3
4749,2,9,3,0,4.5,0,2,3
4750,2,10,4,0,5,0,6,3
4751,2,11,4,0,5,0,1,3
4752,2,12,1,13000,1.15,0,9,3
4753,2,13,4,26000,2.25,0,9,3
4754,2,14,1,36000,1.4,0,9,3
4755,2,15,1,50000,1.8,0,9,3
4756,2,16,2,3000,0.35,0,9,3
4757,2,17,2,13000,1.4,0,9,3
4758,2,18,2,13000,1.35,0,8,3
4759,2,19,2,24000,1.4,0,9,3
4760,2,20,1,3000,0.3,0,9,3
4761,2,21,2,28000,2.5,0,8,3
4762,2,22,4,36000,1.15,0,9,3
4763,2,23,2,50000,0.95,0,9,3
4764,2,24,3,3000,0.6,0,9,3
4765,2,25,3,3000,0.9,0,5,3
4766,2,26,3,13000,2.5,0,9,3
4767,2,27,3,13000,1.4,0,5,3
4768,2,28,3,24000,2.7,0,9,3
4769,2,29,3,24000,1.35,0,5,3
4770,2,30,3,40000,1.3,0,9,3
4771,2,31,3,40000,2,0,5,3
4772,2,32,4,3000,0.3,0,9,3
4773,2,33,4,13000,0.6,0,9,3
4774,2,34,3,24000,2.7,0,7,3
4775,2,0,2,0,8.5,0,6,3
4776,2,1,2,0,14,0,3,3
4777,2,2,2,0,6.5,0,0,3
4778,2,3,2,0,6.5,0,1,3
4779,2,4,2,0,17.5,0,2,3
4780,2,5,2,0,3.75,0,4,3
4781,2,6,3,0,5.5,0,6,3
4782,2,7,3,0,3.5,0,3,3
4783,2,8,3,0,2.5,0,1,3
4784,2,9,3,0,1.2,0,2,3
4785,2,10,1,0,7.5,0,6,3
4786,2,11,1,0,14,0,3,3
4787,2,12,1,0,4.4,0,1,3
4788,2,13,1,0,13.5,0,2,3
4789,2,14,4,0,3.5,0,6,3
4790,2,15,4,0,1.4,0,1,3
4791,2,16,1,6000,1.8,0,9,3
4792,2,17,2,36000,1.8,0,9,3
4793,2,18,1,12000,1,0,9,3
4794,2,19,1,12000,1.4,0,5,3
4795,2,20,1,23000,6,0,5,3
4796,2,21,1,24000,2.05,0,9,3
4797,2,22,1,28000,2,0,5,3
4798,2,23,1,36000,1.1,0,9,3
4799,2,24,1,46000,0.55,0,5,3
4800,2,25,1,3000,0.2,0,9,3
4801,2,26,1,3000,0.45,0,5,3
4802,2,27,2,3000,0.4,0,9,3
4803,2,28,2,3000,0.75,0,5,3
4804,2,29,2,3000,0.6,0,8,3
4805,2,30,2,42000,1.9,0,5,3
4806,2,31,2,6000,1.9,0,9,3
4807,2,32,2,12000,2,0,5,3
4808,2,33,2,13500,1.05,0,9,3
4809,2,34,2,15000,0.95,0,8,3
4810,2,35,2,24000,9,0,5,3
4811,2,36,2,24000,2.1,0,8,3
4812,2,37,2,28000,2.9,0,9,3
4813,2,38,2,24000,9,0,7,3
4814,2,0,2,0,5,0,6,3
4815,2,1,2,0,3.5,0,3,3
4816,2,2,2,0,3,0,0,3
4817,2,3,2,0,2.15,0,1,3
4818,2,4,2,0,2.6,0,2,3
4819,2,5,2,0,1.95,0,4,3
4820,2,6,1,0,5.5,0,6,3
4821,2,7,1,0,4,0,3,3
4822,2,8,1,0,2.4,0,1,3
4823,2,9,1,0,1.55,0,2,3
4824,2,10,3,0,3.5,0,6,3
4825,2,11,3,0,4.5,0,3,3
4826,2,12,3,0,4,0,0,3
4827,2,13,3,0,3.5,0,1,3
4828,2,14,3,0,6,0,2,3
4829,2,15,3,0,3.4,0,4,3
4830,2,16,4,0,3.5,0,6,3
4831,2,17,4,0,7.5,0,3,3
4832,2,18,4,0,3.25,0,1,3
4833,2,19,4,0,8.5,0,2,3
4834,2,20,1,6000,1.45,0,9,3
4835,2,21,1,6000,0.45,0,5,3
4836,2,22,3,30000,2.4,0,9,3
4837,2,23,3,30000,4.25,0,5,3
4838,2,24,4,12000,0.8,0,9,3
4839,2,25,4,12000,0.9,0,5,3
4840,2,26,4,24000,2.25,0,9,3
4841,2,27,4,24000,8.5,0,5,3
4842,2,28,1,12000,0.6,0,5,3
4843,2,29,1,15000,0.5,0,9,3
4844,2,30,1,24000,0.9,0,9,3
4845,2,31,1,24000,0.7,0,5,3
4846,2,32,1,30000,0.5,0,9,3
4847,2,33,2,3000,0.4,0,5,3
4848,2,34,2,6000,1.35,0,9,3
4849,2,35,2,6000,0.25,0,5,3
4850,2,36,2,6000,0.2,0,8,3
4851,2,37,1,3000,0.35,0,9,3
4852,2,38,1,3000,0.45,0,5,3
4853,2,39,2,12000,0.8,0,5,3
4854,2,40,4,30000,1.4,0,9,3
4855,2,41,2,15000,0.45,0,9,3
4856,2,42,2,24000,0.75,0,9,3
4857,2,43,2,24000,0.8,0,8,3
4858,2,44,2,30000,2.25,0,5,3
4859,2,45,2,34000,1,0,8,3
4860,2,46,3,12000,1.3,0,9,3
4861,2,47,3,12000,0.8,0,5,3
4862,2,48,3,12000,1.3,0,8,3
4863,2,49,3,24000,1.5,0,9,3
4864,2,50,3,24000,4,0,5,3
4865,2,51,3,24000,2.35,0,8,3
4866,2,52,4,24000,8.5,0,7,3
4867,2,0,1,0,3.5,0,6,2
4868,2,1,1,0,3.5,0,3,2
4869,2,2,1,0,1.95,0,1,2
4870,2,3,1,0,1.8,0,2,2
4871,2,4,2,0,3.5,0,6,2
4872,2,5,2,0,4,0,3,2
4873,2,6,2,0,5.5,0,0,2
4874,2,7,2,0,2.2,0,1,2
4875,2,8,2,0,2.05,0,2,2
4876,2,9,2,0,2.15,0,4,2
4877,2,10,3,0,11,0,6,2
4878,2,11,3,0,9,0,3,2
4879,2,12,3,0,7.5,0,0,2
4880,2,13,3,0,6,0,1,2
4881,2,14,3,0,12,0,2,2
4882,2,15,3,0,7.75,0,4,2
4883,2,16,4,0,5.5,0,6,2
4884,2,17,4,0,5.5,0,0,2
4885,2,18,4,0,2.1,0,1,2
4886,2,19,4,0,6,0,4,2
4887,2,20,1,14000,1.4,0,9,2
4888,2,21,1,14000,0.45,0,5,2
4889,2,22,3,16000,2.3,0,5,2
4890,2,23,3,35000,2.95,0,9,2
4891,2,24,3,36000,7.25,0,5,2
4892,2,25,3,36000,6.5,0,8,2
4893,2,26,4,1500,0.4,0,9,2
4894,2,27,4,7500,0.7,0,9,2
4895,2,28,4,29000,3.4,0,8,2
4896,2,29,1,18000,0.75,0,5,2
4897,2,30,1,30000,0.7,0,9,2
4898,2,31,2,7500,0.95,0,5,2
4899,2,32,2,7500,0.9,0,8,2
4900,2,33,2,14000,1.2,0,9,2
4901,2,34,2,14000,1.1,0,8,2
4902,2,35,2,16000,1.2,0,8,2
4903,2,36,2,24000,0.75,0,9,2
4904,2,37,2,24000,0.65,0,8,2
4905,2,38,2,28000,0.9,0,5,2
4906,2,39,2,30000,0.95,0,9,2
4907,2,40,1,7500,0.75,0,5,2
4908,2,41,2,32000,0.75,0,5,2
4909,2,42,4,36000,1.7,0,9,2
4910,2,43,4,36000,4.8,0,8,2
4911,2,44,2,36000,0.7,0,8,2
4912,2,45,3,1500,0.7,0,9,2
4913,2,46,3,1500,0.5,0,5,2
4914,2,47,3,7500,0.9,0,9,2
4915,2,48,3,7500,1.1,0,8,2
4916,2,49,3,13500,1.1,0,9,2
4917,2,50,3,36000,7.25,0,7,2
4918,2,0,2,0,10.5,0,6,3
4919,2,1,2,0,9,0,0,3
4920,2,2,2,0,3,0,1,3
4921,2,3,2,0,1.85,0,4,3
4922,2,4,3,0,6,0,6,3
4923,2,5,3,0,8.1,0,3,3
4924,2,6,3,0,7.8,0,0,3
4925,2,7,3,0,6,0,1,3
4926,2,8,3,0,5.6,0,2,3
4927,2,9,1,0,12,0,6,3
4928,2,10,1,0,2.9,0,1,3
4929,2,11,4,0,6.5,0,6,3
4930,2,12,4,0,4.5,0,0,3
4931,2,13,4,0,3.45,0,1,3
4932,2,14,4,0,3.3,0,4,3
4933,2,15,1,6100,2.1,0,9,3
4934,2,16,3,15000,0.9,0,9,3
4935,2,17,3,15000,0.7,0,5,3
4936,2,18,3,21000,1.4,0,5,3
4937,2,19,3,24000,3.7,0,9,3
4938,2,20,3,36000,2.9,0,5,3
4939,2,21,4,3000,0.6,0,9,3
4940,2,22,4,6100,0.35,0,9,3
4941,2,23,4,21000,1,0,9,3
4942,2,24,4,24000,1.5,0,9,3
4943,2,25,4,27000,1.35,0,5,3
4944,2,26,4,33000,1.2,0,9,3
4945,2,27,4,35000,1.4,0,5,3
4946,2,28,1,3000,0.7,0,9,3
4947,2,29,1,9000,0.85,0,9,3
4948,2,30,4,38000,1.5,0,9,3
4949,2,31,1,12000,0.7,0,9,3
4950,2,32,1,36000,0.55,0,9,3
4951,2,33,2,3000,1.1,0,9,3
4952,2,34,2,3000,0.9,0,8,3
4953,2,35,2,6100,2.15,0,9,3
4954,2,36,2,6100,0.95,0,8,3
4955,2,37,2,9000,0.45,0,9,3
4956,2,38,2,9000,0.7,0,8,3
4957,2,39,2,12000,0.9,0,9,3
4958,2,40,2,12000,0.5,0,8,3
4959,2,41,2,15000,0.75,0,9,3
4960,2,42,2,36000,0.5,0,9,3
4961,2,43,2,36000,0.4,0,8,3
4962,2,44,3,3000,0.9,0,5,3
4963,2,45,3,6100,0.65,0,9,3
4964,2,46,3,9000,0.55,0,9,3
4965,2,47,3,12000,0.75,0,9,3
4966,2,48,3,24000,3.7,0,7,3
4967,2,0,1,0,11,0,6,3
4968,2,1,1,0,8,0,3,3
4969,2,2,1,0,3.6,0,1,3
4970,2,3,1,0,2,0,2,3
4971,2,4,3,0,9,0,6,3
4972,2,5,3,0,8.75,0,3,3
4973,2,6,3,0,8.5,0,1,3
4974,2,7,3,0,4,0,2,3
4975,2,8,2,0,13,0,6,3
4976,2,9,2,0,11,0,3,3
4977,2,10,2,0,9.5,0,0,3
4978,2,11,2,0,3.95,0,1,3
4979,2,12,2,0,2.65,0,2,3
4980,2,13,2,0,2.6,0,4,3
4981,2,14,4,0,10,0,6,3
4982,2,15,4,0,5,0,0,3
4983,2,16,4,0,6.9,0,1,3
4984,2,17,4,0,2.5,0,4,3
4985,2,18,1,6000,2.15,0,9,3
4986,2,19,1,6000,0.7,0,5,3
4987,2,20,3,6000,0.65,0,9,3
4988,2,21,3,9000,1.2,0,9,3
4989,2,22,3,12000,2.4,0,9,3
4990,2,23,3,12000,0.4,0,5,3
4991,2,24,3,18000,3.5,0,9,3
4992,2,25,3,21000,0.9,0,5,3
4993,2,26,3,24000,5.5,0,9,3
4994,2,27,3,33000,1.4,0,5,3
4995,2,28,3,40000,1.6,0,9,3
4996,2,29,4,3000,0.65,0,9,3
4997,2,30,4,3000,0.4,0,8,3
4998,2,31,4,6000,0.6,0,9,3
4999,2,32,4,6000,0.3,0,8,3
5000,2,33,4,9000,0.7,0,9,3
5001,2,34,4,12000,0.9,0,9,3
5002,2,35,4,21000,2.2,0,9,3
5003,2,36,4,27000,3.4,0,9,3
5004,2,37,1,9000,1.5,0,9,3
5005,2,38,1,9000,1,0,5,3
5006,2,39,1,12000,1.8,0,9,3
5007,2,40,1,18000,0.9,0,5,3
5008,2,41,1,24000,0.5,0,5,3
5009,2,42,1,3000,0.3,0,9,3
5010,2,43,1,3000,0.8,0,5,3
5011,2,44,1,35000,0.3,0,9,3
5012,2,45,4,30000,1.1,0,8,3
5013,2,46,2,3000,0.9,0,9,3
5014,2,47,2,3000,1.4,0,5,3
5015,2,48,2,3000,1.05,0,8,3
5016,2,49,2,6000,1.85,0,9,3
5017,2,50,2,6000,1.15,0,5,3
5018,2,51,2,6000,0.75,0,8,3
5019,2,52,2,9000,0.9,0,9,3
5020,2,53,2,9000,0.8,0,5,3
5021,2,54,2,9000,1.1,0,8,3
5022,2,55,2,12000,2.1,0,9,3
5023,2,56,2,12000,1.6,0,8,3
5024,2,57,2,18000,0.9,0,5,3
5025,2,58,2,30000,0.55,0,9,3
5026,2,59,2,35000,0.4,0,5,3
5027,2,60,3,3000,0.6,0,9,3
5028,2,61,3,3000,1.1,0,5,3
5029,2,62,3,24000,5.5,0,7,3
5030,2,0,3,0,12,7.5,6,2
5031,2,1,3,0,7.5,0,3,2
5032,2,2,3,0,5.5,1.8,1,2
5033,2,3,3,0,2.9,0,2,2
5034,2,4,4,0,6.5,5.5,6,2
5035,2,5,4,0,5.5,0,3,2
5036,2,6,4,0,4,5,0,2
5037,2,7,4,0,2.25,1.8,1,2
5038,2,8,4,0,2.85,0,2,2
5039,2,9,4,0,3.6,1.1,4,2
5040,2,10,2,0,2.5,2.25,6,2
5041,2,11,2,0,2.5,2,0,2
5042,2,12,2,0,1.2,0.55,1,2
5043,2,13,2,0,0.9,0.6,4,2
5044,2,14,1,0,2.5,1.85,6,2
5045,2,15,1,0,0.9,0.55,1,2
5046,2,16,3,7500,2.25,2,9,2
5047,2,17,3,7500,1.1,0,5,2
5048,2,18,3,12000,1.45,0,5,2
5049,2,19,3,28000,1.85,0,5,2
5050,2,20,3,30000,3.25,0,9,2
5051,2,21,4,1500,0.4,0.2,9,2
5052,2,22,4,7500,1.45,1.4,9,2
5053,2,23,3,1500,0.7,0.45,9,2
5054,2,24,3,1500,0.6,0,5,2
5055,2,25,4,12000,0.5,0,9,2
5056,2,26,4,12000,0.4,0,5,2
5057,2,27,4,12000,1,0,8,2
5058,2,28,4,32000,1.5,0,8,2
5059,2,29,4,23000,2.25,0,5,2
5060,2,30,4,30000,1.1,0,9,2
5061,2,31,3,30000,3.25,0,7,2
5062,2,0,2,0,5,0,6,2
5063,2,1,2,0,7,0,0,2
5064,2,2,2,0,0.9,0,1,2
5065,2,3,2,0,1.15,0,4,2
5066,2,4,3,0,8,0,6,2
5067,2,5,3,0,5,0,3,2
5068,2,6,3,0,3.25,0,1,2
5069,2,7,3,0,3.75,0,2,2
5070,2,8,1,0,5,0,6,2
5071,2,9,1,0,0.8,0,1,2
5072,2,10,4,0,8,0,6,2
5073,2,11,4,0,5,0,3,2
5074,2,12,4,0,4,0,0,2
5075,2,13,4,0,3.3,0,1,2
5076,2,14,4,0,4.25,0,2,2
5077,2,15,4,0,1.9,0,4,2
5078,2,16,3,9000,1.6,0,9,2
5079,2,17,3,30000,1,0,9,2
5080,2,18,3,30000,1.6,0,5,2
5081,2,19,3,45000,2.3,0,9,2
5082,2,20,3,1500,0.5,0,9,2
5083,2,21,3,1500,0.2,0,5,2
5084,2,22,4,1500,0.25,0,9,2
5085,2,23,4,45000,1.2,0,9,2
5086,2,24,4,45000,2.35,0,5,2
5087,2,25,4,9000,0.9,0,9,2
5088,2,26,4,9000,0.5,0,8,2
