age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
43,5,174090,1,9,6,10,2,4,0,0,0,20,21,0
27,2,277760,1,9,0,4,3,4,0,0,0,40,21,1
24,2,24243,1,9,4,8,4,4,1,0,1590,40,21,1
44,6,151089,1,9,6,4,1,4,1,0,1887,70,21,0
52,5,165278,1,9,6,11,1,4,1,0,0,22,21,1
49,2,182752,14,10,6,10,2,4,0,0,0,40,21,0
31,2,173002,1,9,4,10,0,4,0,0,0,40,21,1
59,2,261232,7,7,0,12,4,4,1,0,0,40,21,1
27,2,164607,13,13,6,7,1,4,1,0,0,40,21,1
38,5,129573,9,14,4,0,4,4,1,0,0,40,21,0
51,4,36186,13,13,6,0,1,4,1,0,0,40,21,0
24,2,325744,1,9,4,8,4,4,1,0,0,40,21,1
58,6,329793,13,13,6,4,1,4,1,0,0,45,21,0
46,2,133616,14,10,0,10,3,4,0,0,0,40,21,1
55,2,83401,8,3,1,5,3,4,0,0,0,40,21,1
76,2,239880,1,9,0,10,4,4,0,0,0,8,21,1
25,2,201737,14,10,0,10,3,4,0,0,0,40,21,1
51,2,192182,14,10,6,5,1,4,1,7298,0,40,21,0
33,2,143540,1,9,6,8,1,4,1,0,0,40,21,1
46,2,28334,1,9,6,11,1,4,1,0,0,40,21,1
51,2,245873,14,10,6,10,2,4,0,0,0,40,21,1
42,0,199095,10,11,1,0,3,3,0,0,0,40,21,1
53,2,104461,13,13,4,7,4,4,1,8614,0,50,5,0
33,0,183923,9,14,6,0,2,4,0,7688,0,35,21,0
30,2,129707,13,13,6,0,1,4,1,99999,0,35,21,0
41,0,575442,14,10,0,8,4,4,1,0,0,40,21,1
42,3,184682,3,12,0,7,4,4,0,0,0,40,21,1
34,2,69251,1,9,6,11,1,1,1,0,0,40,21,0
31,2,225507,10,11,4,7,3,4,0,0,0,40,21,1
46,2,167515,14,10,6,0,1,4,1,0,1977,50,21,0
35,2,407068,4,2,3,7,4,4,1,0,0,40,23,1
46,0,125892,14,10,6,2,1,4,1,0,0,40,21,0
43,0,35824,9,14,6,0,2,4,0,0,0,40,21,0
35,2,67083,1,9,6,7,1,1,1,0,0,40,3,1
23,2,107801,13,13,4,10,0,4,0,0,0,20,21,1
43,2,118536,1,9,0,5,5,3,1,0,0,40,21,1
61,2,198078,1,9,6,11,1,4,1,0,0,40,21,0
29,2,78261,12,15,4,0,0,4,1,0,0,50,21,1
21,2,234108,1,9,4,1,4,4,1,0,0,40,21,1
36,0,241998,13,13,6,0,1,4,1,0,1672,50,21,1
40,2,92717,1,9,4,7,3,3,0,0,0,40,21,1
23,2,257683,13,13,4,0,0,4,1,0,0,40,21,1
90,2,40388,13,13,4,4,4,4,1,0,0,55,21,1
24,2,55424,13,13,4,4,0,4,1,0,0,40,21,1
20,2,169600,14,10,4,0,0,4,0,2176,0,12,21,1
40,0,319271,9,14,6,4,1,4,1,0,0,60,21,0
37,5,75050,10,11,6,8,1,4,1,0,0,55,21,1
31,2,182896,1,9,4,8,4,4,0,0,0,40,21,1
22,2,188274,1,9,4,11,0,4,1,0,0,40,21,1
25,2,211497,14,10,6,4,1,4,1,0,0,40,21,1
47,0,172246,9,14,6,0,1,4,1,0,0,60,21,0
48,0,219962,10,11,6,8,1,4,1,0,0,40,21,1
28,2,209801,15,5,6,5,2,4,0,0,0,40,21,1
20,3,178517,14,10,4,12,4,4,1,0,0,40,21,1
51,2,169364,14,10,0,13,4,4,0,0,0,40,39,1
32,4,164707,1,9,6,10,2,4,0,0,0,40,21,0
55,2,144084,6,6,6,7,1,4,1,0,0,40,21,1
41,0,133692,13,13,0,2,3,4,0,0,0,40,21,1
46,2,184169,9,14,6,0,2,4,0,7688,0,35,21,0
45,6,145290,1,9,6,7,1,4,1,0,0,40,21,0
65,0,24824,1,9,6,8,1,4,1,0,0,40,21,1
45,2,178319,5,16,6,0,1,4,1,7688,0,50,21,0
22,2,235829,14,10,4,10,0,4,0,0,0,40,21,1
42,5,54202,12,15,6,0,1,4,1,0,0,50,21,0
37,2,220237,13,13,6,4,1,4,1,5178,0,40,21,0
24,2,59146,13,13,6,4,2,4,0,0,0,40,21,1
67,2,64148,14,10,0,7,3,3,0,0,0,41,21,1
28,2,196621,1,9,3,9,4,4,0,0,0,37,21,1
56,2,195668,6,6,6,7,1,4,1,0,0,35,7,0
31,3,263000,10,11,6,2,1,4,1,0,0,38,21,1
33,2,554986,14,10,5,4,3,4,0,0,0,40,21,1
45,2,217654,14,10,6,13,1,4,1,0,0,40,36,0
53,2,139671,13,13,6,0,1,4,1,0,1902,40,21,0
47,2,102771,0,4,6,13,1,4,1,0,0,40,38,1
40,2,213019,1,9,0,1,3,4,0,0,0,30,21,1
35,2,228493,14,10,4,1,0,4,1,0,0,48,21,1
65,5,22907,0,4,6,12,1,4,1,0,0,40,21,1
42,2,24364,14,10,6,7,2,3,0,0,0,30,21,1
23,4,41432,13,13,4,0,4,4,0,0,0,15,21,1
39,2,235259,14,10,0,10,4,4,0,0,0,40,21,1
39,2,343476,1,9,6,8,1,4,1,0,0,30,21,1
37,2,326886,1,9,6,11,1,4,1,0,0,40,21,1
25,2,248313,10,11,4,10,4,4,0,0,0,40,21,1
31,5,30290,1,9,4,7,3,4,0,0,0,40,21,1
39,2,188540,1,9,0,4,4,4,1,0,0,45,21,1
39,2,237943,13,13,6,1,1,4,1,0,0,30,21,0
25,2,198870,13,13,4,10,0,3,1,0,0,35,21,1
30,2,233980,7,7,6,11,1,4,1,0,0,40,21,1
37,2,171090,15,5,6,5,2,3,0,0,0,48,21,1
22,2,353039,1,9,4,8,3,4,0,0,0,36,40,1
46,4,213140,9,14,6,4,1,4,1,0,1977,40,21,0
54,2,188136,13,13,0,1,4,4,0,0,1408,38,21,1
33,2,130057,3,12,4,8,4,4,1,0,0,45,21,1
70,3,345339,13,13,4,4,4,4,1,0,0,40,21,1
36,2,182074,14,10,0,10,4,4,1,0,0,45,21,1
53,0,176557,9,14,0,0,3,4,0,0,0,50,21,1
55,3,71630,1,9,0,10,4,4,0,0,1617,40,21,1
17,2,159849,7,7,4,2,0,4,0,0,0,30,21,1
36,2,183425,14,10,0,13,4,4,1,0,0,40,21,1
36,5,125933,12,15,4,0,4,4,1,0,0,55,21,0
40,0,180123,1,9,3,12,0,3,1,0,0,40,21,1
36,2,592930,1,9,6,11,1,3,1,0,0,50,21,0
28,2,183802,1,9,6,11,1,4,1,0,0,55,21,1
39,2,77005,9,14,6,0,1,4,1,99999,0,40,21,0
49,2,80914,8,3,4,5,4,4,1,0,0,45,21,1
63,6,165667,1,9,6,4,1,4,1,0,0,40,21,1
61,2,123991,14,10,6,13,1,4,1,0,0,20,21,1
48,6,181307,1,9,6,8,1,4,1,0,0,60,21,0
55,2,124137,1,9,3,5,4,4,1,0,0,40,2,1
20,2,291979,1,9,6,1,5,4,1,0,0,20,21,1
49,2,91251,1,9,6,7,1,1,1,0,0,40,3,1
27,4,148153,1,9,6,13,1,1,1,0,0,40,21,1
37,2,131463,6,6,0,7,3,4,0,0,0,33,21,1
32,3,127651,1,9,6,2,1,4,1,0,0,40,21,1
33,6,239018,5,16,6,0,1,4,1,0,0,60,21,1
47,2,276087,10,11,6,7,1,4,1,0,0,26,21,1
34,2,386877,1,9,6,5,1,3,1,0,0,40,21,1
61,2,210464,1,9,0,10,5,3,0,0,0,35,21,1
25,2,632834,1,9,4,8,0,3,1,0,0,40,21,1
26,2,245465,3,12,4,1,0,4,1,0,0,30,21,1
18,2,198087,1,9,4,1,0,4,0,0,0,30,21,1
35,2,27408,1,9,6,1,1,4,1,0,0,50,21,1
56,2,314727,1,9,6,8,1,4,1,0,0,35,21,0
40,3,269733,10,11,4,8,4,4,1,0,0,40,21,1
24,2,177287,11,8,4,7,0,4,0,0,0,38,21,1
66,2,167711,1,9,1,1,4,4,0,0,0,40,21,0
42,2,112181,1,9,6,5,2,4,0,0,0,40,21,1
28,2,339002,1,9,4,11,0,4,1,0,0,20,21,1
39,3,24721,14,10,0,10,3,4,0,0,0,35,21,1
65,5,37092,10,11,6,12,1,4,1,0,0,25,21,1
20,2,216563,14,10,4,7,0,4,0,0,0,20,21,1
52,2,204447,1,9,6,5,1,4,1,4386,0,40,21,0
39,2,187089,14,10,0,1,4,4,0,0,0,40,21,1
18,2,423052,1,9,4,5,4,4,0,0,0,30,21,1
49,2,169180,0,4,6,5,2,4,0,0,0,40,35,1
21,2,104981,14,10,4,0,0,4,1,0,0,48,21,1
38,2,269323,1,9,6,10,1,4,1,0,0,40,21,0
55,2,141549,1,9,6,8,1,4,1,0,0,40,21,1
27,2,214858,6,6,6,8,5,4,1,0,0,55,21,1
34,2,173524,1,9,5,10,3,4,0,0,0,40,21,1
54,0,365049,14,10,4,0,4,4,0,0,0,40,40,1
38,2,60355,1,9,4,10,3,4,0,0,0,40,21,1
32,2,86808,1,9,0,10,5,4,0,0,0,40,21,1
33,3,174171,14,10,5,9,4,4,1,0,0,12,21,1
32,4,504951,3,12,6,2,1,4,1,0,0,50,21,1
34,2,294064,9,14,6,4,1,4,1,0,0,50,30,1
46,2,120131,13,13,6,7,1,4,1,0,0,30,21,0
48,2,199058,9,14,6,4,1,4,1,0,0,40,21,0
23,2,152328,14,10,4,4,0,4,1,0,0,40,21,1
48,4,88564,0,4,3,13,3,4,1,0,0,40,21,1
67,2,95113,1,9,6,4,1,4,1,0,0,37,21,0
25,2,178421,13,13,4,7,4,4,0,0,0,20,21,1
43,2,484861,14,10,6,8,1,4,1,4064,0,38,21,1
27,0,225291,3,12,4,0,4,4,0,0,0,40,21,1
56,2,205735,4,2,5,5,3,4,1,0,0,40,21,1
54,5,58898,14,10,6,8,1,4,1,0,1579,48,21,1
39,2,355468,1,9,6,1,1,4,1,0,1887,46,21,0
60,5,184362,1,9,6,1,2,4,0,0,0,25,21,1
27,2,347513,14,10,4,10,4,4,0,0,0,40,21,1
21,2,138768,14,10,4,1,0,4,1,0,0,40,21,1
24,2,29810,14,10,4,0,0,4,0,0,0,40,21,1
31,2,126501,14,10,6,8,1,4,1,0,0,40,21,1
22,2,60783,6,6,4,8,0,4,1,0,0,15,21,1
26,2,179772,13,13,4,4,4,4,0,0,0,45,21,1
45,6,281911,1,9,6,8,1,4,1,0,0,48,21,1
33,2,70447,1,9,4,11,5,1,1,0,0,40,21,1
29,2,327964,15,5,0,5,3,3,0,0,0,40,21,1
72,2,496538,1,9,1,10,4,4,0,6360,0,40,21,1
35,5,153066,1,9,6,8,1,4,1,0,0,60,21,0
53,3,77651,1,9,6,8,1,4,1,0,0,40,21,1
40,2,119493,14,10,4,4,0,4,0,0,0,40,21,1
20,2,256240,1,9,4,7,0,4,1,0,0,30,21,1
69,2,177374,1,9,1,10,3,4,0,1848,0,12,21,1
41,0,37848,1,9,4,7,3,4,0,0,0,25,21,1
45,2,129336,9,14,6,10,1,4,1,0,0,45,21,0
27,2,183511,1,9,6,13,1,4,1,0,0,40,21,1
46,6,120131,12,15,6,0,1,4,1,99999,0,60,21,0
55,2,190508,14,10,6,11,1,3,1,0,0,35,21,1
31,2,363130,14,10,6,4,1,3,1,0,0,40,21,0
45,2,240356,14,10,0,1,4,4,0,0,0,55,21,1
64,2,133166,1,9,6,4,1,4,1,0,0,5,21,1
38,2,32916,14,10,6,4,1,4,1,0,0,45,21,1
17,2,117477,6,6,4,7,0,4,1,0,0,40,21,1
33,2,34748,1,9,6,10,2,4,0,0,1887,20,21,0
22,2,459463,11,8,3,7,3,3,0,0,0,50,21,1
23,2,95989,14,10,4,7,0,4,0,0,0,30,21,1
25,2,118088,1,9,4,8,3,4,1,0,0,40,21,1
33,2,150570,13,13,6,0,1,4,1,3103,0,43,21,0
37,2,179731,1,9,4,7,3,4,0,0,0,35,21,1
53,2,122109,1,9,5,10,3,4,0,0,1876,38,21,1
28,0,163942,14,10,4,2,0,4,1,0,0,40,21,1
33,2,106670,13,13,6,0,2,4,0,0,0,40,21,0
41,2,123403,1,9,6,10,1,4,1,0,0,40,21,1
61,6,119986,13,13,6,1,1,4,1,0,0,50,21,1
25,2,66622,14,10,4,7,0,4,0,0,0,25,21,1
35,2,260578,1,9,0,4,3,4,0,0,0,40,21,0
64,0,96076,10,11,6,4,1,4,1,0,0,40,21,0
28,2,70604,1,9,6,13,1,4,1,0,0,38,21,1
39,5,230329,14,10,4,0,4,4,1,0,1564,12,21,0
53,2,49715,1,9,0,11,3,4,1,0,0,40,21,1
28,2,116531,1,9,4,10,4,4,0,0,0,40,21,1
38,4,214542,14,10,0,13,3,3,0,0,0,40,21,1
25,0,335005,13,13,4,0,4,4,1,0,0,35,5,1
19,2,258633,14,10,4,7,4,4,0,0,0,30,21,1
20,2,203240,3,12,4,10,4,4,0,0,0,30,21,1
55,0,99131,1,9,6,0,5,4,0,0,2246,40,21,0
52,3,125796,9,14,6,0,2,3,0,0,1848,40,21,0
30,2,167790,1,9,4,10,0,4,0,0,0,40,21,1
47,2,133758,1,9,0,4,4,4,0,0,1974,40,21,1
22,2,106843,6,6,4,8,5,4,1,0,0,30,21,1
24,2,117959,1,9,6,13,1,4,1,4386,0,40,21,0
26,2,174921,13,13,4,1,4,4,0,0,0,40,21,1
27,2,134152,1,9,6,5,1,4,1,0,0,45,21,1
57,2,99364,15,5,6,5,1,4,1,0,0,40,19,1
18,0,155905,9,14,4,0,0,4,0,0,0,60,21,1
30,2,467108,13,13,4,0,4,4,1,0,0,45,21,1
34,5,304622,13,13,0,0,3,4,0,0,0,50,21,1
40,2,198692,14,10,6,10,1,4,1,5178,0,60,21,0
60,2,178050,1,9,0,7,3,3,0,0,0,38,21,1
25,2,162687,11,8,6,8,1,4,1,0,0,40,21,0
39,2,113151,13,13,6,1,1,4,1,0,0,55,21,1
48,2,158924,1,9,6,10,2,4,0,0,0,40,21,0
27,5,141795,14,10,6,4,1,4,1,0,0,30,21,1
33,5,33404,1,9,0,8,4,4,1,0,0,65,21,0
65,6,178771,1,9,6,4,1,4,1,0,0,40,21,1
52,2,168553,1,9,6,8,1,4,1,0,1977,40,21,0
27,2,110648,13,13,4,9,0,4,1,0,0,40,21,1
32,2,151053,14,10,4,8,3,4,1,0,0,40,21,1
45,5,142871,14,10,5,1,3,4,1,0,0,50,21,1
27,2,183523,13,13,4,4,4,4,1,0,0,45,21,1
57,5,222216,14,10,6,4,2,4,0,0,0,60,21,1
44,2,121874,14,10,0,1,3,4,1,0,0,55,21,0
30,2,467108,9,14,6,0,1,4,1,0,0,44,21,0
26,2,34393,14,10,0,10,4,4,0,0,0,40,21,1
28,4,42003,14,10,6,10,1,4,1,0,0,40,21,0
61,2,180418,1,9,6,11,1,4,1,0,0,40,21,0
49,5,199590,1,9,6,8,1,4,1,0,0,50,40,1
33,2,144949,9,14,6,0,1,4,1,15024,0,40,21,0
50,2,155594,3,12,6,5,1,4,1,0,0,50,21,0
53,5,162576,0,4,6,9,1,4,1,0,0,99,21,1
33,2,232475,1,9,6,8,1,4,1,0,0,40,21,0
22,2,269474,14,10,4,10,0,4,1,0,0,10,21,1
45,0,140644,13,13,0,2,4,4,1,0,0,40,21,0
47,5,159726,1,9,6,8,1,4,1,0,0,40,21,0
52,4,290856,13,13,6,0,1,4,1,0,0,40,21,0
57,2,217886,1,9,1,10,4,4,0,0,0,36,21,1
58,2,106546,1,9,0,10,3,4,0,2174,0,40,21,1
50,0,220640,9,14,0,0,4,2,0,0,0,50,21,0
33,4,88913,14,10,4,10,0,1,0,0,0,40,21,1
34,5,288486,7,7,6,8,1,4,1,0,0,40,21,1
20,2,227411,14,10,4,7,0,4,0,0,0,20,21,1
37,0,99935,9,14,6,2,1,4,1,7688,0,50,21,0
57,2,201112,3,12,0,10,4,3,0,0,0,40,21,1
57,5,123778,1,9,6,1,1,4,1,0,0,48,21,1
21,2,204596,3,12,4,10,0,4,0,0,0,8,21,1
40,2,190290,14,10,0,1,4,4,1,0,0,40,21,1
23,2,196674,14,10,5,8,4,4,1,0,0,40,21,1
54,2,108435,1,9,6,10,1,4,1,0,0,20,21,1
38,2,186359,14,10,6,4,1,4,1,0,0,40,21,0
32,2,137076,14,10,6,4,1,4,1,15024,0,60,21,0
22,3,262819,14,10,4,10,4,4,0,0,0,40,21,1
27,2,171655,1,9,4,10,4,4,0,0,0,42,21,1
42,2,183319,8,3,6,7,1,4,1,0,0,40,17,1
36,2,127306,1,9,4,10,4,4,0,0,0,47,21,1
22,2,68678,1,9,6,1,1,3,1,0,0,40,21,1
40,3,140108,15,5,5,5,4,3,1,0,0,40,21,1
26,2,263444,1,9,6,5,1,4,1,0,0,45,21,1
46,3,265554,1,9,4,11,4,3,1,0,0,40,21,1
28,2,410216,7,7,6,8,4,4,1,0,0,60,21,0
46,3,20534,13,13,4,4,4,4,1,0,0,45,21,1
55,2,188917,1,9,0,13,4,4,0,0,0,40,21,1
76,2,98695,14,10,0,10,4,4,0,0,0,20,21,1
27,2,411950,13,13,4,0,4,4,1,0,0,60,21,1
50,2,237819,1,9,6,11,1,4,1,0,0,40,21,0
75,2,187424,1,9,6,8,1,4,1,0,0,20,21,1
42,4,198316,9,14,6,4,1,4,1,0,0,40,21,0
36,0,139703,9,14,4,0,4,3,0,0,0,40,21,1
51,2,152596,1,9,6,2,1,4,1,0,0,40,21,1
43,2,194726,12,15,6,0,1,4,1,15024,0,55,21,0
44,2,82601,13,13,6,11,1,4,1,0,0,40,21,1
60,2,122276,8,3,6,8,1,4,1,0,0,45,5,1
47,3,188386,13,13,6,0,1,4,1,0,0,45,21,0
73,2,92298,7,7,6,5,1,4,1,0,0,15,21,1
27,2,390657,1,9,6,13,1,3,1,0,0,40,21,1
50,2,89041,1,9,6,8,1,4,1,15024,0,50,21,0
35,2,314897,0,4,6,8,1,4,1,0,0,40,19,1
45,2,88781,13,13,6,8,1,4,1,0,0,40,36,0
57,2,41762,1,9,6,8,1,1,1,0,0,40,37,0
34,2,849857,1,9,6,8,1,4,1,0,0,40,13,1
19,2,307496,14,10,4,7,0,4,0,0,0,16,21,1
25,2,324372,1,9,4,13,0,3,1,0,0,40,21,1
39,2,99270,13,13,6,0,2,4,0,0,0,50,36,0
28,2,160731,1,9,6,8,1,4,1,0,0,40,2,0
48,3,148306,9,14,0,0,3,4,0,0,0,40,21,1
38,2,259019,1,9,6,8,1,4,1,0,0,44,21,1
53,2,224894,8,3,6,6,2,3,0,0,0,10,25,1
19,2,258470,1,9,4,13,4,4,1,0,0,40,21,1
41,2,197919,1,9,6,10,2,4,0,0,0,60,21,1
23,2,213719,3,12,4,1,0,3,0,0,0,36,21,1
32,2,226535,1,9,4,8,4,4,1,0,0,40,21,1
35,2,146042,14,10,0,5,4,2,1,0,0,40,21,1
21,2,180339,10,11,4,12,4,4,0,0,1602,30,21,1
24,2,99970,13,13,4,9,0,4,1,0,0,40,21,1
34,2,300687,1,9,6,8,1,3,1,0,0,40,21,1
29,0,219906,13,13,6,0,2,4,0,0,0,25,21,0
55,2,158641,1,9,1,10,4,4,0,0,0,40,21,1
28,2,239539,1,9,3,5,0,1,1,0,0,40,34,1
46,0,102308,1,9,4,8,0,4,1,0,0,40,21,1
38,2,186934,1,9,6,5,1,4,1,0,0,40,21,1
29,2,234447,14,10,0,10,4,3,0,0,0,40,21,1
35,2,125933,13,13,6,8,1,4,1,0,0,50,21,0
29,2,142760,1,9,4,13,4,3,1,0,0,40,21,1
41,3,309056,5,16,6,0,1,4,1,0,0,50,21,0
40,5,48859,1,9,6,8,1,4,1,0,0,32,21,1
30,2,110594,1,9,0,10,0,4,0,0,0,40,21,1
72,2,426562,7,7,0,7,4,3,0,0,0,35,21,1
17,2,169037,7,7,4,13,0,4,1,0,0,40,21,1
46,6,123075,1,9,6,2,1,4,1,0,0,70,21,1
38,2,195744,13,13,4,7,4,4,1,0,0,48,21,1
36,2,81896,13,13,4,0,4,4,0,0,0,45,21,1
24,5,172047,3,12,4,8,0,4,1,0,0,40,21,1
28,2,253814,1,9,0,7,3,4,0,0,0,35,21,1
28,2,66473,1,9,6,5,1,4,1,0,0,40,21,1
42,0,271521,14,10,6,2,1,0,1,0,0,40,21,0
48,2,265295,13,13,6,4,1,4,1,0,0,40,21,0
37,5,174308,1,9,6,8,1,4,1,0,0,40,21,1
32,2,196342,5,16,4,0,4,4,1,0,0,40,21,0
55,2,223594,14,10,6,8,1,3,1,7688,0,40,19,0
30,2,149787,14,10,6,13,1,4,1,0,0,40,21,1
68,2,124686,0,4,1,5,4,4,0,0,0,10,21,1
45,2,50163,1,9,0,7,4,4,0,0,0,30,21,1
26,2,175789,1,9,0,13,0,4,0,0,0,40,21,1
22,2,218215,14,10,4,4,0,4,0,0,0,40,21,1
22,2,166371,14,10,4,8,0,4,1,0,0,40,21,1
36,2,169469,14,10,6,4,1,4,1,7298,0,40,21,0
52,2,145081,0,4,4,5,4,3,0,0,0,40,21,1
68,2,214521,12,15,1,0,3,4,0,0,0,16,21,1
26,0,287233,13,13,6,0,2,3,0,0,0,40,21,0
46,5,197836,1,9,6,12,1,4,1,0,1672,50,21,1
53,2,158294,9,14,6,0,1,4,1,7298,0,40,21,0
17,2,127366,7,7,4,1,0,4,0,0,0,8,21,1
29,2,203697,13,13,6,0,0,4,1,0,0,75,21,1
41,2,168730,14,10,6,1,1,4,1,0,0,50,21,0
45,2,165232,14,10,0,9,4,3,0,0,0,40,29,1
57,2,175942,14,10,0,4,4,4,0,0,0,50,21,0
30,4,356689,13,13,6,10,1,4,1,0,0,30,33,1
46,2,132912,1,9,6,1,1,4,1,0,0,45,21,0
45,2,187226,3,12,6,13,1,4,1,0,0,40,21,1
40,2,202565,3,12,6,1,1,4,1,0,0,52,21,1
38,3,103925,1,9,0,7,3,4,0,2036,0,20,21,1
59,5,70623,0,4,6,1,1,4,1,0,0,85,21,1
36,2,102729,14,10,4,8,4,4,1,0,0,40,21,1
40,2,558944,0,4,4,12,0,4,1,0,0,40,21,1
18,2,256967,6,6,4,1,5,3,0,0,0,40,21,1
63,2,102412,1,9,0,1,4,4,0,0,0,40,21,1
29,2,159788,9,14,4,0,4,4,0,0,0,80,21,1
27,2,55743,13,13,6,4,2,3,0,0,0,45,21,0
47,3,148171,5,16,0,0,3,4,1,0,0,50,30,0
20,0,271354,1,9,4,10,0,4,1,0,0,40,21,1
48,2,98524,3,12,6,8,1,4,1,0,0,45,21,1
29,2,272913,1,9,6,10,1,4,1,0,0,30,40,1
22,2,324445,1,9,4,9,4,4,0,0,0,40,21,1
42,2,155469,3,12,1,9,3,4,0,0,0,24,21,1
36,2,102945,10,11,0,8,4,4,1,0,0,40,21,1
60,2,291904,6,6,0,7,4,3,0,0,0,40,21,1
41,4,186601,1,9,5,4,4,3,0,0,0,40,21,1
43,2,172401,1,9,6,1,1,4,1,0,0,40,21,0
33,2,193285,13,13,6,0,1,4,1,0,0,38,21,0
34,2,176244,0,4,6,7,2,4,0,0,0,40,21,1
32,2,117779,1,9,4,11,0,4,0,0,0,35,21,1
52,2,169182,15,5,1,7,4,4,0,0,0,25,19,1
27,2,180758,3,12,4,1,4,4,1,0,0,40,21,1
60,0,141637,9,14,6,0,1,4,1,0,0,40,21,0
41,5,169023,13,13,6,10,2,4,0,7688,0,40,21,0
34,5,101266,13,13,4,1,4,4,1,0,0,62,21,1
30,2,164190,1,9,6,4,1,4,1,0,0,40,21,0
35,2,142282,14,10,5,7,3,4,0,0,0,25,21,1
39,4,103984,13,13,0,4,3,3,0,0,0,40,21,1
64,2,187601,14,10,1,10,4,4,0,0,0,40,21,1
17,5,36218,7,7,4,12,0,4,1,0,0,20,21,1
37,0,249392,10,11,6,2,1,4,1,0,0,40,21,0
43,5,110355,1,9,6,11,1,4,1,0,0,45,21,1
30,5,117944,1,9,6,0,1,4,1,0,0,25,21,1
17,2,163836,6,6,4,1,0,4,0,0,0,12,21,1
29,2,145592,1,9,4,8,4,4,1,0,0,40,23,1
24,2,108495,14,10,4,10,0,4,1,0,0,40,10,1
27,5,212041,13,13,4,1,4,4,1,0,0,50,21,1
69,6,182451,13,13,5,4,4,4,1,0,0,40,21,1
30,2,124020,1,9,3,10,4,4,1,0,0,40,21,1
29,2,199116,1,9,6,5,1,4,1,0,0,40,19,1
61,2,107438,0,4,6,11,1,3,1,0,1651,40,21,1
70,2,405362,0,4,1,7,3,3,0,0,0,38,21,1
32,2,175856,13,13,6,9,1,4,1,0,1902,40,21,0
27,5,420054,1,9,4,8,3,4,1,9562,0,50,21,0
27,2,86681,13,13,4,7,4,4,0,0,0,40,21,1
19,2,187161,14,10,4,1,0,4,0,0,0,25,21,1
44,3,691903,9,14,6,0,1,3,1,0,0,60,21,0
36,2,219483,14,10,4,10,4,4,0,0,0,40,21,1
45,2,199058,9,14,6,4,1,4,1,7298,0,50,21,0
29,2,192010,13,13,4,0,4,4,0,0,0,60,2,1
34,4,419691,13,13,6,2,1,4,1,7298,0,54,21,0
28,0,356089,13,13,4,0,5,4,1,0,0,50,21,1
34,2,684015,8,3,4,13,0,4,1,0,0,40,17,1
18,2,36882,1,9,4,10,0,4,0,0,0,20,21,1
39,2,203180,14,10,0,12,3,4,0,0,0,45,21,1
34,2,183811,14,10,4,13,4,4,1,0,0,40,21,1
35,0,103966,9,14,0,10,3,4,0,0,0,41,21,1
24,2,304602,1,9,4,13,0,4,1,0,0,40,21,1
41,2,57233,13,13,6,1,1,4,1,0,0,70,21,1
50,3,289207,5,16,6,0,1,4,1,0,1902,45,21,0
68,2,224019,14,10,0,4,4,4,1,0,0,30,21,1
35,2,267966,7,7,4,5,4,4,1,0,0,50,21,1
47,2,214800,10,11,6,13,1,4,1,0,0,40,21,1
43,0,241528,9,14,0,0,3,4,0,0,0,40,21,1
35,2,197365,1,9,6,12,1,4,1,0,0,40,21,1
34,2,296724,14,10,4,4,4,4,0,0,0,17,21,1
26,2,136226,1,9,4,8,0,4,1,0,0,40,21,1
50,2,40623,14,10,0,1,4,4,0,0,0,40,21,1
22,2,264874,1,9,4,8,0,4,0,0,0,40,21,1
20,2,112847,1,9,4,12,0,1,1,0,0,40,21,1
52,5,89028,1,9,6,8,1,1,1,0,0,40,21,1
71,3,210673,1,9,6,2,1,4,1,0,0,28,21,1
55,2,60193,1,9,0,10,4,4,0,0,0,40,21,1
17,2,216137,7,7,4,1,0,4,0,0,0,8,21,1
36,2,139743,14,10,1,0,0,4,0,0,0,40,21,1
39,0,423605,11,8,6,11,1,4,1,0,1848,40,13,0
27,2,298871,13,13,4,7,4,1,1,0,0,40,34,1
42,2,318255,1,9,0,10,3,4,0,0,0,40,21,1
22,2,347867,1,9,3,1,4,4,1,0,1719,40,21,1
57,2,279636,10,11,4,8,4,4,1,0,0,40,21,0
34,2,405386,14,10,4,8,4,3,1,0,0,28,21,1
31,2,297188,9,14,4,0,4,4,0,0,0,60,21,1
24,2,182342,13,13,4,1,0,4,1,0,0,40,21,1
41,5,229148,1,9,4,7,4,3,1,0,0,60,32,1
30,2,189620,14,10,0,0,4,4,0,6849,0,40,9,1
17,2,413557,7,7,4,10,0,4,0,0,0,32,21,1
26,6,246025,1,9,5,1,3,4,0,0,0,20,6,1
32,2,390997,4,2,4,12,4,0,1,0,0,50,40,1
55,2,102058,6,6,6,4,1,4,1,0,0,45,21,1
19,2,247298,11,8,3,7,0,0,0,0,0,20,21,1
28,2,140108,9,14,0,0,4,4,0,0,0,50,21,1
49,2,81654,12,15,6,0,1,4,1,0,0,60,21,0
23,2,177526,13,13,4,4,4,4,1,0,0,40,21,1
43,2,64631,1,9,6,8,1,4,1,0,0,40,21,1
40,2,110028,14,10,6,8,1,4,1,0,0,40,21,1
41,2,203761,13,13,6,0,1,4,1,0,0,40,21,0
23,2,163870,14,10,4,8,0,4,1,0,0,40,21,1
